#DataThief C:\Users\Keisuke\Google Drive\0 Paper\59 T-V (Temperature and cell size)\Data\Weisse1998\B\Mu.PNG Tuesday 22-Jan-2019 8:11:12 PM
4.8858, -0.3145
4.8853, -0.2643
9.8981, 0.4857
9.8888, 0.3874
9.8782, 0.4082
14.8773, 0.5114
14.8778, 0.4623
14.8989, 0.414
19.8845, 0.8067
19.8952, 0.766
24.9351, 0.9003
24.9457, 0.8749
